Id,SalePrice
2,110556.09668452614
4,221318.68528543258
6,201389.8146694378
7,195159.75237963215
17,165258.20467875924
18,344223.35015660326
22,170229.86113408208
27,129343.34436722343
31,97128.70948296177
36,134417.38456905325
39,362164.1737613001
40,214477.12501954671
42,284351.9016515335
46,202506.57001219242
53,193705.674058072
58,181002.16174084775
61,300268.6438897361
72,243652.92698607338
79,120567.14022125326
80,248025.71680459505
82,170245.04551477634
83,101720.2189759925
85,132700.63983475365
88,130476.89537934304
92,311691.05584848806
93,261105.29393226642
95,177456.50830184662
102,174929.39226064333
103,158381.63926330578
106,213109.9707627906
107,183736.679938892
110,218565.24091192082
114,176186.75260020967
116,163539.25791009338
117,149988.77266489557
118,140596.50473032394
125,156340.07096350996
126,145069.06208195866
127,141347.8858794697
128,155372.1405415011
134,131211.83797040716
135,149854.02691988004
137,179769.83704685685
143,130006.10891629702
147,129602.58422627585
148,153582.66480279274
150,100426.53689465295
156,138883.9101865742
157,130577.23972691807
159,132585.45781010762
161,245497.37296140016
167,119094.94544780771
170,151201.75552073432
171,101947.7170621192
175,113076.42486200028
179,131246.30129395722
181,103871.91975406709
186,157798.82702624175
193,168138.7420169871
194,95034.17961492286
206,112001.8664762131
208,156074.67332891887
210,162567.44644089974
211,83506.00530664816
212,84452.94120748165
214,77604.24985995806
215,130264.74806838356
217,133409.91603259006
222,148684.5406180033
227,151712.0637825568
228,169489.8674820967
233,210302.83500376745
235,136244.03022760942
238,118675.11332272859
241,186755.63807962273
252,202165.9448362308
253,212040.28655700805
256,134948.31305378253
257,148578.56325445737
258,184801.14399052196
259,198348.511197005
261,141170.08189349857
263,123702.7366324539
266,224552.20823738183
267,214899.52175783264
270,156733.31848163353
271,246049.25443101372
276,95241.0966231317
285,130914.15117167016
288,63268.93284231551
289,117501.18661631178
290,124503.49379728685
291,117267.73290863249
292,96938.8223504945
293,182421.54686940034
294,201219.43403473025
295,144731.2171717935
304,124006.93310880875
322,340202.6995996348
326,182507.2475650587
327,89644.13674717206
328,129178.0905149542
331,90024.19463012929
332,86401.02597486704
333,102650.27314346143
335,130402.86211855948
337,163886.47267805293
342,110769.52720640753
343,161090.95340512347
347,169470.33080139657
350,262976.51983946364
352,213566.14236886587
358,181652.83470122528
359,182856.74036627414
360,197741.50504441187
368,330168.7090660284
369,277001.93187641684
373,160027.02006996097
377,195564.8380722072
383,165492.16169030571
386,206663.25331611044
387,204136.93927761246
390,141968.5480581684
391,165391.6650428301
395,136257.0573225854
397,134826.49917482192
398,125584.77719655939
401,114254.62207530062
404,108030.55663670975
408,102366.40117769799
409,133353.27784608302
410,134795.10750593158
418,119896.12599529845
422,434175.9760643782
427,308847.9800885454
431,378938.7812654201
433,403744.7504667506
437,332670.96515509835
438,286228.7614887142
442,345076.86202808906
447,202589.74393942097
459,303371.11872951227
460,237077.40931277312
464,157119.58967863777
465,177176.43193927096
467,187785.34410984922
468,177672.98281094368
474,194824.20437043812
480,194492.36994450676
481,190113.89973654022
483,199676.58765212205
488,189129.26658177492
492,191096.58252937187
494,180161.82816971245
499,335400.6560075295
500,299515.9054826568
501,296576.74211423163
503,283196.44871649786
506,211535.73400538717
508,221666.41944288582
511,256016.5354564217
515,212227.44421878108
519,213710.78595828573
521,248880.55932100696
530,200753.0359966211
532,205803.75724674406
534,204678.843499248
540,176677.88193069657
541,144712.23744848114
551,178865.12198566602
552,134790.64899989322
554,86287.52940861369
555,123907.27468745975
556,127516.13727292378
557,128734.23680570997
565,220887.84222130387
566,241010.35710829342
567,166603.47306672359
569,204543.84784966067
570,199493.98532917927
574,197038.18861270268
575,262514.60350061045
576,195865.94526711665
577,160109.34369549796
578,164365.96108869274
583,193394.77262102038
584,195525.762759084
585,153460.6648535175
587,161575.27777727562
593,196249.58986291266
597,188767.38415367185
598,154674.5442361904
599,151366.44522830867
600,210384.38694111243
605,141672.07114197477
607,163811.83095440583
608,165230.79617649148
611,155463.93148434296
616,110438.79099866204
625,163840.92838354764
629,159857.0807196865
630,145997.843084723
631,131411.1072373271
640,161055.60335913303
642,135323.63215088987
643,130132.50641806558
646,113261.78296829989
647,165384.66477366912
655,104912.1017282317
659,118383.01400032322
663,77491.20236088465
665,98443.23290979187
667,165781.426770858
673,131366.71151649207
676,130320.89508229193
680,120273.62532954109
682,116657.17717050343
687,134700.43273749814
688,147610.7498246493
692,114189.22314491485
693,104186.03174051055
695,115063.90688419752
697,129378.81680962935
700,121049.94109856278
702,130958.35447355098
703,150379.65222044522
704,86467.7808699268
712,103974.01689043255
713,108544.66618073572
717,154811.48901002426
720,158426.8063199247
721,74748.38180714255
726,147319.60588997597
733,131153.9470243492
736,121822.94934235374
738,100122.89571102287
741,119616.54642001486
743,66270.34558919046
745,104066.55321347681
750,130537.62550379257
756,95148.39397661222
757,128388.08697759261
758,115398.64445500441
760,98072.86938869838
765,139560.88635884936
775,134752.34003443585
776,126870.82354436058
780,147839.2024528351
783,172218.1559613961
790,115411.5681700621
795,81141.1906806507
796,178113.72822614614
797,135186.13819152187
798,101201.14443593427
804,237122.286610834
805,229158.51179337554
806,200351.9393821462
808,117258.97389247095
814,141217.37954452634
818,303390.02123659814
821,323611.4044278344
822,371691.4930158052
825,329052.3650539976
827,248847.66207056365
830,210117.2302471573
834,211944.65248419388
835,164739.4943058021
842,146348.71889638365
845,195638.2713406386
852,234003.52962618228
857,129516.41015045372
858,123955.68096961631
859,136510.25915517646
860,123620.88655088062
861,127846.62675658723
864,234039.57034332203
868,190876.67103158392
869,189735.40202619575
872,301409.88778120483
873,231730.54827397008
885,130137.50779890806
890,123772.36571757353
895,109359.28361627842
899,75993.47268984132
906,135516.18503230586
918,137626.2000604279
923,123698.64628275234
925,124355.67894613509
927,128256.57518323814
932,161251.89245984008
933,124401.51886854273
934,137499.5323870365
942,95943.43166674861
947,202456.96306524996
948,250890.897754029
951,128319.16868468968
957,294453.9849794733
958,341084.7525530984
959,197478.86072702534
963,176443.32232273967
967,197935.93880088252
968,357856.17766502826
971,129891.5171785513
972,168473.30840404198
976,109647.607214623
978,95007.73501965399
979,94529.44448952664
984,115733.2303001169
986,228562.70154559
991,151465.33345737262
996,183378.40025574944
1001,266266.2830589437
1007,196099.50020189767
1008,188388.97759252065
1009,215187.09843337166
1014,158570.09390081168
1022,198502.30131566667
1024,236660.45610684974
1027,127109.90269779733
1030,148433.31211582595
1032,165661.44277535554
1035,139744.26673159306
1042,102930.2366743821
1047,146125.42665187237
1050,121115.4731891539
1055,251330.15834822974
1059,375945.5408248074
1061,387324.80082068586
1064,427546.7274299603
1077,203284.5660512505
1081,212530.62438222632
1092,204437.92609112035
1093,195443.46383984815
1095,200765.38331666152
1099,316330.3370574639
1101,273088.05884639005
1103,287475.98535761033
1109,253887.96659196913
1112,238143.23259630002
1113,249558.90278368702
1114,295830.6476806529
1116,242993.53064397143
1117,201910.36170662983
1119,302604.0048654117
1121,203385.2732931232
1122,206299.63548002535
1125,274995.5184223231
1137,166032.1852032967
1142,234103.56812306374
1144,194539.5986790585
1145,200394.64550621778
1147,191440.3611290921
1148,220050.43488424394
1149,181166.51598454255
1150,130530.10635312232
1153,118679.38500154995
1154,117525.18298735256
1159,306912.65155105945
1161,157591.6921986723
1167,152295.47098848096
1171,212394.927533696
1174,168683.41458120997
1188,154409.94736407566
1189,214783.415317067
1191,128980.01600632264
1195,127394.77120600856
1199,140572.90701426053
1201,179238.6769392271
1204,172090.12842563185
1211,136316.38315765117
1214,152479.09513448295
1219,142011.10072987803
1220,100080.04788717865
1227,168666.94739572753
1229,202612.47956550046
1231,126466.2122539032
1234,230575.4234687627
1235,133318.55984538418
1239,160123.14596963915
1240,151776.2436097174
1241,146148.52290591938
1246,128085.37387687607
1249,160810.44844545718
1250,126948.16494018369
1252,108491.32224846039
1259,123626.78387435533
1267,118836.63724321008
1269,103431.05770224698
1270,117256.30122698215
1272,113649.29352675281
1274,118376.79094093578
1276,112080.37463478105
1279,126814.1189673239
1281,167480.8628675226
1286,153156.9631857079
1287,128371.00901780814
1290,91154.81554403859
1291,128660.12569357839
1297,148716.69050687316
1302,119140.50478607298
1303,72998.90616817147
1312,115145.2381570993
1315,126415.29422127068
1322,70730.23768489037
1327,115076.84516620915
1331,136239.9862044571
1333,133162.15663275393
1334,127190.21878688326
1336,115502.56774705563
1341,121650.97470242855
1344,109011.91061788812
1347,107696.00927891275
1348,146186.19413331992
1353,126993.76412339551
1355,120043.58051281264
1356,112506.63705588531
1357,139493.19743053115
1361,119578.81283131677
1364,112127.14572627273
1368,119678.72488501077
1369,95544.53647845346
1371,123220.28063962079
1373,123208.62395247605
1374,147531.97833298607
1387,103230.07025229764
1388,96285.21818224808
1392,152989.5849235611
1394,127261.87010373709
1406,164287.39288374851
1407,218547.15416687663
1408,127026.50426325183
1409,155198.532742916
1411,179974.66181984078
1412,97211.70554161567
1413,126045.70809685976
1414,115261.43848482537
1425,240179.02265584952
1430,160427.5767548074
1431,196440.92942159603
1435,210801.00073926724
1441,238495.09023649464
1444,214539.01355579824
1445,133889.99503429467
1446,139032.9322441201
1452,120739.41362003051
1453,122267.4453287673
1456,218125.88145907046
1457,220016.59747582348
