Id,SalePrice
2,1.691255980492377
4,1.821898672020577
6,1.7620331510123055
7,1.8916730057194737
17,1.8915784584967632
18,1.9592459803384568
22,1.8216471585222855
27,1.6272639301228935
31,1.690762243373353
36,1.7571082774529554
39,1.9591565120760333
40,1.8940759728459629
42,1.9582363738107684
46,1.8283204823517387
53,1.8273118092848257
58,1.8264357037287429
61,1.8940867649971374
72,1.7650075713586268
79,1.758981022404834
80,1.8303819709895066
82,1.7598539929148735
83,1.6861840966856594
85,1.6939580776346173
88,1.69093775805017
92,1.891011517666465
93,1.891011485543185
95,1.8268083381240459
102,1.7613314167126752
103,1.825620634403009
106,1.891981209959848
107,1.8869648432639465
110,1.8279438359853994
114,1.7584737501248942
116,1.7612080657054179
117,1.7566103675502553
118,1.6913182837632874
125,1.7548964460344099
126,1.6946255616657133
127,1.6939478501857703
128,1.694821612059119
134,1.6889657783326868
135,1.7603896025577477
137,1.8248495168349752
143,1.6898156336942591
147,1.6898649026793695
148,1.7561105563406958
150,1.68836323017959
156,1.6946047423839143
157,1.6954632624289179
159,1.758222022476275
161,1.8261206649141108
167,1.6901252905530004
170,1.6205563229017361
171,1.6261981416301587
175,1.5566854932375733
179,1.7574682786396743
181,1.6879827738682298
186,1.88425176328888
193,1.8221480457060153
194,1.6214196199444544
206,1.6899563724848559
208,1.689428704736546
210,1.690232268096631
211,1.6859733613660293
212,1.68473476609873
214,1.620607297211805
215,1.6843955029100819
217,1.6264185157672202
222,1.6955549922534168
227,1.6914606772643292
228,1.7581495207396838
233,1.8235131535464841
235,1.5626916313065706
238,1.689488082465001
241,1.7639917185971292
252,1.8288205809640807
253,1.8289220455583362
256,1.756270739481705
257,1.6961855701768283
258,1.826369474270896
259,1.7617153547741804
261,1.7575009812981879
263,1.692069663283295
266,1.8277610429477722
267,1.8269403278729985
270,1.7620387099282286
271,1.892681851653963
276,1.6899878650759916
285,1.695007434621015
288,1.556022392364623
289,1.6868968417528727
290,1.753030850422082
291,1.6261491804064008
292,1.6865469844829644
293,1.7568724037043602
294,1.8216665304082476
295,1.6930206668184926
304,1.7549686905150015
322,1.9590403284121898
326,1.6979453436859
327,1.6264330974462755
328,1.6924763433213705
331,1.6256568432859666
332,1.6255529939051634
333,1.626273863887981
335,1.6907027203528546
337,1.6952809241851945
342,1.7538639506485492
343,1.757846029893246
347,1.8257816660789388
350,1.8930634115476792
352,1.8909430885122624
358,1.7607930032030712
359,1.7608691043648257
360,1.7609016304880623
368,1.8945626219202865
369,1.828312830222341
373,1.823173577256357
377,1.8251332243941558
383,1.6934498837445524
386,1.891852709563297
387,1.8922552474599659
390,1.8223941955833745
391,1.757501328257625
395,1.7606538613969995
397,1.691964102283654
398,1.6272523068687033
401,1.62744674708755
404,1.69086436920629
408,1.691203737214508
409,1.7568002329324486
410,1.7568523328986512
418,1.8214902879344308
422,1.9588698232792652
427,1.8947182859562286
431,2.0240043448032807
433,2.0243471961321653
437,1.8937853007236587
438,1.8937570119814389
442,1.9589133169991548
447,1.8290435497045738
459,1.9582305583874877
460,1.9576462206077565
464,1.8266182439219154
465,1.8275654552252512
467,1.7628045438849966
468,1.7628941784010834
474,1.8272134056343852
480,1.827731022453623
481,1.8271371660495515
483,1.8279993503756877
488,1.7622517678801994
492,1.7618930891602034
494,1.8260754489132847
499,1.8924241958643435
500,1.82732352278129
501,1.8919712255025107
503,1.8271925294468279
506,1.8259815191468167
508,1.8941040588301714
511,1.8937134235233852
515,1.8288210021825133
519,1.8936244532328779
521,1.9586873956623592
530,1.8279553712506065
532,1.82820608472273
534,1.828326421190276
540,1.8280527215474205
541,1.697837154610193
551,1.7592747471631789
552,1.758203766542092
554,1.7510616928767977
555,1.6902623026416794
556,1.6933053635485695
557,1.6902112899211286
565,1.82773038718444
566,1.827894223075008
567,1.762661044222007
569,1.763514889658019
